patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,has_top_class
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_17_88,['Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_17_88,S2B_MSIL2A_20170924T93021_17_88,False,False,True
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_02_09,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_2_9,S2B_MSIL2A_20170911T092019_2_9,False,False,True
S2B_MSIL2A_20170923T100019_N9999_R122_T33TWM_38_02,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1B_IW_GRDH_1SDV_20170923T164942_33TWM_38_2,S2B_MSIL2A_20170923T100019_38_2,False,False,True
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_07_81,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170629T153137_35VPK_7_81,S2A_MSIL2A_20170701T093031_7_81,False,False,True
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_29_85,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_29_85,S2B_MSIL2A_20170906T101020_29_85,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_45_84,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_45_84,S2B_MSIL2A_20170914T093029_45_84,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_72_03,['Coniferous forest' 'Inland wetlands' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_72_3,S2B_MSIL2A_20170817T101019_72_3,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_28_09,"['Complex cultivation patterns' 'Mixed forest' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_28_9,S2A_MSIL2A_20170704T112111_28_9,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_73_07,['Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_73_7,S2B_MSIL2A_20180421T100029_73_7,False,False,True
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_75_09,['Coniferous forest' 'Inland wetlands' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_75_9,S2B_MSIL2A_20180521T100029_75_9,False,False,True
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_53_12,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_53_12,S2B_MSIL2A_20171112T114339_53_12,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_90_82,['Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_90_82,S2B_MSIL2A_20180515T112109_90_82,False,False,True
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_06_66,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_6_66,S2B_MSIL2A_20170808T094029_6_66,False,False,True
S2B_MSIL2A_20171016T101009_N9999_R022_T34VDM_40_00,['Coniferous forest' 'Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20171016T045729_34VDM_40_0,S2B_MSIL2A_20171016T101009_40_0,False,False,True
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_27_83,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_27_83,S2B_MSIL2A_20170709T094029_27_83,False,False,True
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_02_17,"['Arable land' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180523T043256_35VPJ_2_17,S2B_MSIL2A_20180522T093029_2_17,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_90_66,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_90_66,S2B_MSIL2A_20170825T093029_90_66,False,False,True
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_10_69,"['Arable land' 'Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170907T043202_35VNL_10_69,S2A_MSIL2A_20170905T095031_10_69,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_07_00,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_7_0,S2B_MSIL2A_20180421T100030_7_0,False,False,True
S2B_MSIL2A_20170923T100019_N9999_R122_T33TWM_54_02,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1B_IW_GRDH_1SDV_20170923T164942_33TWM_54_2,S2B_MSIL2A_20170923T100019_54_2,False,False,True
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_88_13,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_88_13,S2B_MSIL2A_20180521T100029_88_13,False,False,True
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_86_35,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_86_35,S2A_MSIL2A_20170613T101031_86_35,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_63_84,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_63_84,S2B_MSIL2A_20170825T093029_63_84,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_07_66,['Arable land' 'Inland waters' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_7_66,S2A_MSIL2A_20171221T112501_7_66,False,False,True
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_14_02,['Arable land' 'Permanent crops' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180428T164243_33TXN_14_2,S2B_MSIL2A_20180428T095029_14_2,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_89_03,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180415T160451_35VLG_89_3,S2A_MSIL2A_20180413T95032_89_3,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_27_04,['Arable land' 'Complex cultivation patterns' 'Coniferous forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_27_4,S2B_MSIL2A_20170930T095019_27_4,False,False,True
S2A_MSIL2A_20180526T100031_N9999_R122_T34WFU_80_20,['Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180526T045642_34WFU_80_20,S2A_MSIL2A_20180526T100031_80_20,False,False,True
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_09_06,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180428T164243_33TXN_9_6,S2B_MSIL2A_20180428T095029_9_6,False,False,True
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_68_12,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_68_12,S2B_MSIL2A_20170709T094029_68_12,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_49_03,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_49_3,S2A_MSIL2A_20171002T112111_49_3,False,False,True
S2B_MSIL2A_20180506T105029_N9999_R051_T31UER_83_38,['Broad-leaved forest' 'Mixed forest' 'Pastures'],train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UER_83_38,S2B_MSIL2A_20180506T105029_83_38,False,False,True
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_28_90,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1B_IW_GRDH_1SDV_20180510T044232_35VLC_28_90,S2A_MSIL2A_20180510T094031_28_90,False,False,True
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_05_79,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_5_79,S2B_MSIL2A_20180421T114349_5_79,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_27_87,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_27_87,S2A_MSIL2A_20171221T112501_27_87,False,False,True
S2A_MSIL2A_20180510T094031_N9999_R036_T35WPN_02_83,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180512T042325_35WPN_2_83,S2A_MSIL2A_20180510T94033_2_83,False,False,True
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_09_26,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20171104T165048_33TXN_9_26,S2A_MSIL2A_20171104T095201_9_26,False,False,True
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_81_47,"['Agro-forestry areas' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_81_47,S2A_MSIL2A_20171201T112431_81_47,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_83_31,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_83_31,S2B_MSIL2A_20180515T112110_83_31,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_89_40,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_89_40,S2B_MSIL2A_20180515T112110_89_40,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_02_06,"['Arable land' 'Coniferous forest' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170924T044220_35UMB_2_6,S2B_MSIL2A_20170924T93020_2_6,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_80_01,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T154016_35VNK_80_1,S2A_MSIL2A_20171101T094131_80_1,False,False,True
S2B_MSIL2A_20180506T105029_N9999_R051_T31UER_78_49,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UER_78_49,S2B_MSIL2A_20180506T105029_78_49,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_09_12,['Agro-forestry areas' 'Arable land' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_9_12,S2A_MSIL2A_20171002T112111_9_12,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMA_12_05,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20170924T155419_35UMA_12_5,S2B_MSIL2A_20170924T93014_12_5,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_32_82,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_32_82,S2B_MSIL2A_20170914T093029_32_82,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_85_78,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_85_78,S2B_MSIL2A_20180421T100029_85_78,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_03_65,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_3_65,S2A_MSIL2A_20170704T112111_3_65,False,False,True
S2B_MSIL2A_20170801T095029_N9999_R079_T33TXN_07_46,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Austria,S1B_IW_GRDH_1SDV_20170801T164135_33TXN_7_46,S2B_MSIL2A_20170801T095029_7_46,False,False,True
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_43_06,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_43_6,S2B_MSIL2A_20171206T094349_43_6,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_27_85,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_27_85,S2B_MSIL2A_20170914T93030_27_85,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_02_18,['Complex cultivation patterns' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_2_18,S2A_MSIL2A_20171002T112111_2_18,False,False,True
S2A_MSIL2A_20170818T103021_N9999_R108_T32TMT_09_62,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest']",train,Switzerland,S1B_IW_GRDH_1SDV_20170818T054218_32TMT_9_62,S2A_MSIL2A_20170818T103021_9_62,False,False,True
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_63_84,"['Arable land' 'Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20180509T160338_35VLC_63_84,S2A_MSIL2A_20180510T094031_63_84,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_08_58,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_8_58,S2B_MSIL2A_20180201T093219_8_58,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_44_83,['Broad-leaved forest' 'Mixed forest' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_44_83,S2B_MSIL2A_20180515T112110_44_83,False,False,True
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_16_83,"['Complex cultivation patterns' 'Inland wetlands' 'Mixed forest'
 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_16_83,S2A_MSIL2A_20170717T113321_16_83,False,False,True
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_79_06,['Pastures' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_79_6,S2A_MSIL2A_20180225T114351_79_6,False,False,True
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_90_05,['Arable land' 'Urban fabric'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_90_5,S2B_MSIL2A_20170829T105019_90_5,False,False,True
S2A_MSIL2A_20170803T094031_N9999_R036_T34TCR_85_39,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170802T163350_34TCR_85_39,S2A_MSIL2A_20170803T094031_85_39,False,False,True
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_08_71,"['Broad-leaved forest' 'Complex cultivation patterns' 'Inland waters'
 'Inland wetlands' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20180318T043418_35UMB_8_71,S2A_MSIL2A_20180318T093031_8_71,False,False,True
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_84,['Pastures' 'Urban fabric'],train,Austria,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_63_84,S2A_MSIL2A_20170613T101031_63_84,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_29_86,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_29_86,S2B_MSIL2A_20170914T93030_29_86,False,False,True
S2A_MSIL2A_20180510T094031_N9999_R036_T35WPN_04_68,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180511T043205_35WPN_4_68,S2A_MSIL2A_20180510T94033_4_68,False,False,True
S2A_MSIL2A_20170905T095031_N9999_R079_T35WPN_24_03,['Coniferous forest'],train,Finland,S1B_IW_GRDH_1SDV_20170904T152443_35WPN_24_3,S2A_MSIL2A_20170905T95032_24_3,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_84_61,['Arable land' 'Industrial or commercial units' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_84_61,S2A_MSIL2A_20180506T100031_84_61,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_11_05,"['Broad-leaved forest' 'Coniferous forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_11_5,S2A_MSIL2A_20171002T112111_11_5,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_31_10,"['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_31_10,S2B_MSIL2A_20170927T094019_31_10,False,False,True
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_36_01,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_36_1,S2A_MSIL2A_20170717T113321_36_1,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_12_17,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T154016_35VNK_12_17,S2A_MSIL2A_20171101T094131_12_17,False,False,True
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_67_04,"['Broad-leaved forest' 'Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_67_4,S2B_MSIL2A_20180521T100029_67_4,False,False,True
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_85_05,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_85_5,S2B_MSIL2A_20180201T093219_85_5,False,False,True
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_35_81,['Arable land' 'Complex cultivation patterns' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_35_81,S2B_MSIL2A_20171112T114339_35_81,False,False,True
S2A_MSIL2A_20170818T103021_N9999_R108_T32TMT_55_81,['Complex cultivation patterns' 'Inland waters' 'Mixed forest'],train,Switzerland,S1A_IW_GRDH_1SDV_20170819T053446_32TMT_55_81,S2A_MSIL2A_20170818T103021_55_81,False,False,True
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_10_70,"['Arable land' 'Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_10_70,S2B_MSIL2A_20170709T094029_10_70,False,False,True
S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_72_10,['Coniferous forest' 'Marine waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180514T161304_34VDM_72_10,S2B_MSIL2A_20180511T100029_72_10,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_80_69,['Arable land' 'Inland waters' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_69,S2B_MSIL2A_20180515T112109_80_69,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_09_67,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_9_67,S2B_MSIL2A_20170927T094019_9_67,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_07_74,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_7_74,S2A_MSIL2A_20171101T94132_7_74,False,False,True
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_36_01,['Arable land' 'Inland wetlands' 'Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063852_29UPU_36_1,S2B_MSIL2A_20180421T114349_36_1,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_75_81,['Complex cultivation patterns' 'Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_75_81,S2B_MSIL2A_20180220T114339_75_81,False,False,True
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_76_12,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_76_12,S2B_MSIL2A_20170709T094029_76_12,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_82_01,['Broad-leaved forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180525T153259_35VNK_82_1,S2B_MSIL2A_20180525T94031_82_1,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_89_71,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_89_71,S2B_MSIL2A_20170914T93030_89_71,False,False,True
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_01_74,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T154016_35VNK_1_74,S2B_MSIL2A_20180525T94031_1_74,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_11_75,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_11_75,S2B_MSIL2A_20170914T093029_11_75,False,False,True
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_89_39,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_89_39,S2B_MSIL2A_20180515T112110_89_39,False,False,True
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_85_26,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_85_26,S2B_MSIL2A_20180502T093039_85_26,False,False,True
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_75_12,"['Arable land' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_75_12,S2B_MSIL2A_20171206T094349_75_12,False,False,True
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_18_00,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_18_0,S2A_MSIL2A_20171015T095031_18_0,False,False,True
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_55_89,['Arable land' 'Coniferous forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20180225T063842_29UPU_55_89,S2A_MSIL2A_20180225T114351_55_89,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_00_60,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_0_60,S2A_MSIL2A_20170704T112111_0_60,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_38_01,"['Agro-forestry areas' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_38_1,S2A_MSIL2A_20171002T112112_38_1,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_50_80,['Arable land'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_50_80,S2B_MSIL2A_20170927T094019_50_80,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_63_79,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_63_79,S2A_MSIL2A_20171101T94132_63_79,False,False,True
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_02_87,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043845_34TFN_2_87,S2B_MSIL2A_20170911T092019_2_87,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_39_02,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Mixed forest' 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_39_2,S2A_MSIL2A_20180413T095031_39_2,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_88_20,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_88_20,S2B_MSIL2A_20170817T101019_88_20,False,False,True
